monkey;task;session;trials;stimulus;selection
h;Artificial Discrimination;48,0;11,0;ctr;str
h;Artificial Discrimination;48,0;12,0;ctr;str
h;Artificial Discrimination;48,0;29,0;ctr;str
h;Artificial Discrimination;48,0;30,0;ctr;str
h;Artificial Discrimination;48,0;31,0;ctr;ctr
h;Artificial Discrimination;48,0;32,0;ctr;ctr
h;Artificial Discrimination;48,0;33,0;ctr;ctr
h;Artificial Discrimination;48,0;34,0;ctr;ctr
h;Artificial Discrimination;48,0;35,0;str;ctr
h;Artificial Discrimination;48,0;36,0;str;str
h;Artificial Discrimination;48,0;37,0;str;ctr
h;Artificial Discrimination;48,0;38,0;str;str
h;Artificial Discrimination;48,0;39,0;str;str
h;Artificial Discrimination;48,0;40,0;str;ctr
h;Artificial Discrimination;48,0;41,0;str;str
h;Artificial Discrimination;48,0;42,0;ctr;ctr
h;Artificial Discrimination;48,0;43,0;str;ctr
h;Artificial Discrimination;48,0;44,0;ctr;str
h;Artificial Discrimination;48,0;45,0;ctr;ctr
h;Artificial Discrimination;48,0;46,0;ctr;str
h;Artificial Discrimination;48,0;47,0;ctr;str
h;Artificial Discrimination;48,0;48,0;str;str
h;Artificial Discrimination;48,0;49,0;str;str
h;Artificial Discrimination;48,0;50,0;str;str
h;Artificial Discrimination;48,0;51,0;str;str
h;Artificial Discrimination;48,0;52,0;ctr;ctr
h;Artificial Discrimination;48,0;53,0;ctr;ctr
h;Artificial Discrimination;48,0;54,0;ctr;ctr
h;Artificial Discrimination;48,0;55,0;str;str
h;Artificial Discrimination;48,0;56,0;ctr;ctr
h;Artificial Discrimination;48,0;57,0;ctr;ctr
h;Artificial Discrimination;48,0;58,0;str;ctr
h;Artificial Discrimination;48,0;59,0;str;str
h;Artificial Discrimination;48,0;60,0;str;str
h;Artificial Discrimination;48,0;61,0;ctr;ctr
h;Artificial Discrimination;48,0;62,0;str;str
h;Artificial Discrimination;48,0;63,0;str;str
h;Artificial Discrimination;48,0;64,0;ctr;str
h;Artificial Discrimination;48,0;65,0;ctr;str
h;Artificial Discrimination;48,0;66,0;str;ctr
h;Artificial Discrimination;48,0;67,0;str;str
h;Artificial Discrimination;48,0;68,0;ctr;ctr
h;Artificial Discrimination;48,0;69,0;str;str
h;Artificial Discrimination;48,0;70,0;ctr;str
h;Artificial Discrimination;48,0;71,0;ctr;ctr
h;Artificial Discrimination;48,0;72,0;ctr;ctr
h;Artificial Discrimination;48,0;73,0;ctr;str
h;Artificial Discrimination;48,0;74,0;str;ctr
h;Artificial Discrimination;48,0;75,0;str;ctr
h;Artificial Discrimination;48,0;76,0;ctr;ctr
h;Artificial Discrimination;48,0;77,0;ctr;str
h;Artificial Discrimination;48,0;78,0;str;ctr
h;Artificial Discrimination;48,0;111,0;ctr;ctr
h;Artificial Discrimination;48,0;112,0;ctr;str
h;Artificial Discrimination;48,0;113,0;str;ctr
h;Artificial Discrimination;48,0;114,0;str;ctr
h;Artificial Discrimination;48,0;115,0;ctr;str
h;Artificial Discrimination;48,0;116,0;str;ctr
h;Artificial Discrimination;48,0;158,0;ctr;str
h;Artificial Discrimination;48,0;159,0;str;str
h;Artificial Discrimination;48,0;160,0;str;str
h;Artificial Discrimination;48,0;161,0;ctr;str
h;Artificial Discrimination;48,0;162,0;str;ctr
h;Artificial Discrimination;48,0;163,0;ctr;str
h;Artificial Discrimination;48,0;164,0;ctr;str
h;Artificial Discrimination;48,0;165,0;str;ctr
h;Artificial Discrimination;48,0;178,0;ctr;str
h;Artificial Discrimination;48,0;179,0;ctr;ctr
h;Artificial Discrimination;48,0;180,0;str;ctr
h;Artificial Discrimination;48,0;181,0;ctr;str
h;Artificial Discrimination;48,0;182,0;str;ctr
h;Artificial Discrimination;48,0;183,0;ctr;str
h;Artificial Discrimination;48,0;184,0;str;ctr
h;Artificial Discrimination;48,0;185,0;ctr;str
h;Artificial Discrimination;48,0;186,0;str;ctr
h;Artificial Discrimination;48,0;187,0;ctr;str
h;Artificial Discrimination;48,0;188,0;str;str
h;Artificial Discrimination;48,0;212,0;str;ctr
h;Artificial Discrimination;48,0;213,0;str;str
h;Artificial Discrimination;48,0;214,0;str;str
h;Artificial Discrimination;48,0;215,0;ctr;ctr
h;Artificial Discrimination;48,0;216,0;ctr;str
h;Artificial Discrimination;48,0;217,0;ctr;str
h;Artificial Discrimination;48,0;218,0;ctr;ctr
h;Artificial Discrimination;48,0;219,0;ctr;str
h;Artificial Discrimination;48,0;220,0;ctr;str
h;Artificial Discrimination;49,0;5,0;ctr;ctr
h;Artificial Discrimination;49,0;6,0;ctr;str
h;Artificial Discrimination;49,0;7,0;str;ctr
h;Artificial Discrimination;49,0;8,0;str;ctr
h;Artificial Discrimination;49,0;9,0;ctr;ctr
h;Artificial Discrimination;49,0;10,0;str;str
h;Artificial Discrimination;49,0;11,0;str;ctr
h;Artificial Discrimination;49,0;12,0;str;str
h;Artificial Discrimination;49,0;13,0;str;str
h;Artificial Discrimination;49,0;14,0;str;ctr
h;Artificial Discrimination;49,0;15,0;ctr;ctr
h;Artificial Discrimination;49,0;16,0;str;str
h;Artificial Discrimination;49,0;17,0;ctr;ctr
h;Artificial Discrimination;49,0;18,0;ctr;ctr
h;Artificial Discrimination;49,0;19,0;str;ctr
h;Artificial Discrimination;49,0;20,0;ctr;str
h;Artificial Discrimination;49,0;21,0;ctr;str
h;Artificial Discrimination;49,0;22,0;ctr;ctr
h;Artificial Discrimination;49,0;23,0;str;str
h;Artificial Discrimination;49,0;24,0;str;ctr
h;Artificial Discrimination;49,0;25,0;str;str
h;Artificial Discrimination;49,0;26,0;str;ctr
h;Artificial Discrimination;49,0;27,0;str;ctr
h;Artificial Discrimination;49,0;28,0;ctr;ctr
h;Artificial Discrimination;49,0;29,0;ctr;str
h;Artificial Discrimination;49,0;30,0;str;str
h;Artificial Discrimination;49,0;31,0;str;ctr
h;Artificial Discrimination;49,0;32,0;str;str
h;Artificial Discrimination;49,0;33,0;ctr;str
h;Artificial Discrimination;49,0;34,0;str;ctr
h;Artificial Discrimination;49,0;35,0;ctr;ctr
h;Artificial Discrimination;49,0;36,0;str;ctr
h;Artificial Discrimination;49,0;37,0;str;str
h;Artificial Discrimination;49,0;38,0;ctr;str
h;Artificial Discrimination;49,0;39,0;str;str
h;Artificial Discrimination;49,0;40,0;str;ctr
h;Artificial Discrimination;49,0;41,0;str;ctr
h;Artificial Discrimination;49,0;42,0;ctr;str
h;Artificial Discrimination;49,0;43,0;str;ctr
h;Artificial Discrimination;49,0;44,0;str;ctr
h;Artificial Discrimination;49,0;45,0;str;str
h;Artificial Discrimination;49,0;46,0;ctr;str
h;Artificial Discrimination;49,0;47,0;ctr;str
h;Artificial Discrimination;49,0;48,0;str;ctr
h;Artificial Discrimination;49,0;49,0;str;ctr
h;Artificial Discrimination;49,0;50,0;ctr;str
h;Artificial Discrimination;49,0;51,0;str;str
h;Artificial Discrimination;49,0;63,0;str;str
h;Artificial Discrimination;49,0;64,0;ctr;str
h;Artificial Discrimination;49,0;65,0;ctr;str
h;Artificial Discrimination;49,0;66,0;str;ctr
h;Artificial Discrimination;49,0;67,0;str;str
h;Artificial Discrimination;49,0;68,0;ctr;str
h;Artificial Discrimination;49,0;69,0;ctr;str
h;Artificial Discrimination;49,0;70,0;ctr;str
h;Artificial Discrimination;49,0;71,0;ctr;ctr
h;Artificial Discrimination;49,0;72,0;ctr;ctr
h;Artificial Discrimination;49,0;73,0;ctr;ctr
h;Artificial Discrimination;49,0;74,0;str;ctr
h;Artificial Discrimination;49,0;75,0;ctr;ctr
h;Artificial Discrimination;49,0;76,0;ctr;str
h;Artificial Discrimination;49,0;77,0;ctr;ctr
h;Artificial Discrimination;49,0;78,0;str;ctr
h;Artificial Discrimination;49,0;79,0;ctr;str
h;Artificial Discrimination;49,0;80,0;str;str
h;Artificial Discrimination;49,0;81,0;ctr;ctr
h;Artificial Discrimination;49,0;82,0;str;ctr
h;Artificial Discrimination;49,0;83,0;ctr;ctr
h;Artificial Discrimination;49,0;84,0;str;str
h;Artificial Discrimination;49,0;85,0;ctr;ctr
h;Artificial Discrimination;49,0;86,0;str;str
h;Artificial Discrimination;49,0;87,0;str;ctr
h;Artificial Discrimination;49,0;88,0;str;str
h;Artificial Discrimination;49,0;89,0;ctr;str
h;Artificial Discrimination;49,0;90,0;str;str
h;Artificial Discrimination;49,0;91,0;ctr;str
h;Artificial Discrimination;49,0;92,0;str;str
h;Artificial Discrimination;49,0;93,0;str;ctr
h;Artificial Discrimination;49,0;94,0;str;str
h;Artificial Discrimination;49,0;95,0;ctr;ctr
h;Artificial Discrimination;49,0;96,0;ctr;ctr
h;Artificial Discrimination;49,0;97,0;ctr;str
h;Artificial Discrimination;49,0;98,0;ctr;ctr
h;Artificial Discrimination;49,0;99,0;ctr;ctr
h;Artificial Discrimination;49,0;100,0;str;str
h;Artificial Discrimination;49,0;101,0;ctr;ctr
h;Artificial Discrimination;49,0;102,0;str;ctr
h;Artificial Discrimination;49,0;103,0;str;ctr
h;Artificial Discrimination;49,0;104,0;ctr;ctr
h;Artificial Discrimination;49,0;105,0;ctr;ctr
h;Artificial Discrimination;49,0;106,0;str;str
h;Artificial Discrimination;49,0;107,0;ctr;ctr
h;Artificial Discrimination;49,0;108,0;str;str
h;Artificial Discrimination;49,0;109,0;str;ctr
h;Artificial Discrimination;49,0;110,0;str;str
h;Artificial Discrimination;49,0;111,0;str;ctr
h;Artificial Discrimination;49,0;112,0;str;str
h;Artificial Discrimination;49,0;113,0;str;str
h;Artificial Discrimination;49,0;114,0;ctr;str
h;Artificial Discrimination;49,0;115,0;ctr;ctr
h;Artificial Discrimination;49,0;116,0;ctr;ctr
h;Artificial Discrimination;49,0;117,0;ctr;ctr
h;Artificial Discrimination;49,0;118,0;str;ctr
h;Artificial Discrimination;49,0;119,0;ctr;str
h;Artificial Discrimination;49,0;120,0;str;str
h;Artificial Discrimination;49,0;121,0;str;ctr
h;Artificial Discrimination;49,0;122,0;ctr;ctr
h;Artificial Discrimination;49,0;123,0;ctr;str
h;Artificial Discrimination;49,0;124,0;str;str
h;Artificial Discrimination;49,0;125,0;ctr;str
h;Artificial Discrimination;49,0;126,0;str;str
h;Artificial Discrimination;49,0;127,0;ctr;str
h;Artificial Discrimination;49,0;128,0;ctr;ctr
h;Artificial Discrimination;49,0;129,0;str;ctr
h;Artificial Discrimination;49,0;130,0;str;str
h;Artificial Discrimination;49,0;131,0;str;ctr
h;Artificial Discrimination;49,0;132,0;ctr;ctr
h;Artificial Discrimination;49,0;133,0;str;str
h;Artificial Discrimination;49,0;134,0;ctr;ctr
h;Artificial Discrimination;49,0;135,0;str;str
h;Artificial Discrimination;49,0;136,0;ctr;ctr
h;Artificial Discrimination;49,0;137,0;ctr;str
h;Artificial Discrimination;49,0;138,0;ctr;ctr
h;Artificial Discrimination;49,0;139,0;str;ctr
h;Artificial Discrimination;49,0;140,0;str;ctr
h;Artificial Discrimination;49,0;141,0;ctr;str
h;Artificial Discrimination;49,0;142,0;str;str
h;Artificial Discrimination;49,0;143,0;str;ctr
h;Artificial Discrimination;49,0;144,0;ctr;str
h;Artificial Discrimination;49,0;145,0;str;ctr
h;Artificial Discrimination;49,0;146,0;ctr;str
h;Artificial Discrimination;49,0;147,0;str;ctr
h;Artificial Discrimination;49,0;148,0;ctr;str
h;Artificial Discrimination;49,0;149,0;str;str
h;Artificial Discrimination;49,0;159,0;str;ctr
h;Artificial Discrimination;49,0;160,0;str;str
h;Artificial Discrimination;49,0;161,0;ctr;str
h;Artificial Discrimination;49,0;162,0;str;ctr
h;Artificial Discrimination;49,0;163,0;str;str
h;Artificial Discrimination;49,0;164,0;str;str
h;Artificial Discrimination;49,0;165,0;ctr;str
h;Artificial Discrimination;49,0;166,0;str;str
h;Artificial Discrimination;49,0;167,0;str;str
h;Artificial Discrimination;49,0;168,0;ctr;str
h;Artificial Discrimination;49,0;169,0;str;str
h;Artificial Discrimination;49,0;170,0;ctr;str
h;Artificial Discrimination;49,0;171,0;ctr;str
h;Artificial Discrimination;49,0;172,0;str;ctr
h;Artificial Discrimination;49,0;173,0;ctr;ctr
h;Artificial Discrimination;49,0;174,0;str;str
h;Artificial Discrimination;49,0;175,0;ctr;ctr
h;Artificial Discrimination;49,0;176,0;ctr;ctr
h;Artificial Discrimination;49,0;177,0;ctr;ctr
h;Artificial Discrimination;49,0;178,0;ctr;ctr
h;Artificial Discrimination;49,0;179,0;str;str
h;Artificial Discrimination;49,0;180,0;ctr;ctr
h;Artificial Discrimination;49,0;181,0;str;str
h;Artificial Discrimination;49,0;182,0;str;ctr
h;Artificial Discrimination;49,0;183,0;str;str
h;Artificial Discrimination;49,0;184,0;ctr;str
h;Artificial Discrimination;49,0;185,0;str;str
h;Artificial Discrimination;49,0;186,0;ctr;str
h;Artificial Discrimination;49,0;187,0;ctr;ctr
h;Artificial Discrimination;49,0;188,0;ctr;str
h;Artificial Discrimination;49,0;189,0;str;ctr
h;Artificial Discrimination;49,0;190,0;ctr;ctr
h;Artificial Discrimination;49,0;191,0;str;str
h;Artificial Discrimination;49,0;192,0;ctr;str
h;Artificial Discrimination;49,0;193,0;str;str
h;Artificial Discrimination;49,0;194,0;ctr;ctr
h;Artificial Discrimination;49,0;195,0;ctr;ctr
h;Artificial Discrimination;49,0;196,0;ctr;ctr
h;Artificial Discrimination;49,0;197,0;str;ctr
h;Artificial Discrimination;49,0;198,0;str;str
h;Artificial Discrimination;49,0;199,0;str;str
h;Artificial Discrimination;49,0;200,0;str;ctr
h;Artificial Discrimination;49,0;201,0;ctr;str
h;Artificial Discrimination;49,0;202,0;ctr;str
h;Artificial Discrimination;49,0;203,0;ctr;ctr
h;Artificial Discrimination;49,0;204,0;str;str
h;Artificial Discrimination;49,0;205,0;ctr;ctr
h;Artificial Discrimination;49,0;206,0;str;str
h;Artificial Discrimination;49,0;207,0;str;str
h;Artificial Discrimination;49,0;208,0;ctr;ctr
h;Artificial Discrimination;49,0;209,0;ctr;ctr
h;Artificial Discrimination;50,0;3,0;str;str
h;Artificial Discrimination;50,0;4,0;str;ctr
h;Artificial Discrimination;50,0;5,0;str;str
h;Artificial Discrimination;50,0;6,0;str;str
h;Artificial Discrimination;50,0;7,0;ctr;str
h;Artificial Discrimination;50,0;8,0;ctr;ctr
h;Artificial Discrimination;50,0;9,0;ctr;str
h;Artificial Discrimination;50,0;10,0;ctr;str
h;Artificial Discrimination;50,0;11,0;str;str
h;Artificial Discrimination;50,0;12,0;ctr;str
h;Artificial Discrimination;50,0;13,0;str;str
h;Artificial Discrimination;50,0;14,0;ctr;ctr
h;Artificial Discrimination;50,0;15,0;str;str
h;Artificial Discrimination;50,0;16,0;ctr;str
h;Artificial Discrimination;50,0;17,0;ctr;str
h;Artificial Discrimination;50,0;18,0;ctr;ctr
h;Artificial Discrimination;50,0;19,0;str;str
h;Artificial Discrimination;50,0;20,0;str;ctr
h;Artificial Discrimination;50,0;21,0;ctr;str
h;Artificial Discrimination;50,0;22,0;str;ctr
h;Artificial Discrimination;50,0;23,0;ctr;str
h;Artificial Discrimination;50,0;24,0;ctr;str
h;Artificial Discrimination;50,0;58,0;ctr;str
h;Artificial Discrimination;50,0;59,0;ctr;str
h;Artificial Discrimination;50,0;60,0;ctr;ctr
h;Artificial Discrimination;50,0;61,0;ctr;ctr
h;Artificial Discrimination;50,0;62,0;str;ctr
h;Artificial Discrimination;50,0;63,0;ctr;ctr
h;Artificial Discrimination;50,0;64,0;str;str
h;Artificial Discrimination;50,0;65,0;ctr;str
h;Artificial Discrimination;50,0;66,0;ctr;str
h;Artificial Discrimination;50,0;67,0;ctr;str
h;Artificial Discrimination;50,0;68,0;ctr;ctr
h;Artificial Discrimination;50,0;69,0;str;ctr
h;Artificial Discrimination;50,0;70,0;ctr;ctr
h;Artificial Discrimination;50,0;71,0;ctr;str
h;Artificial Discrimination;50,0;72,0;ctr;ctr
h;Artificial Discrimination;50,0;73,0;str;ctr
h;Artificial Discrimination;50,0;74,0;ctr;ctr
h;Artificial Discrimination;50,0;75,0;str;str
h;Artificial Discrimination;50,0;76,0;ctr;ctr
h;Artificial Discrimination;50,0;77,0;ctr;str
h;Artificial Discrimination;50,0;78,0;str;ctr
h;Artificial Discrimination;50,0;80,0;str;ctr
h;Artificial Discrimination;50,0;81,0;ctr;str
h;Artificial Discrimination;50,0;82,0;str;ctr
h;Artificial Discrimination;50,0;84,0;ctr;str
h;Artificial Discrimination;50,0;85,0;ctr;ctr
h;Artificial Discrimination;50,0;86,0;ctr;ctr
h;Artificial Discrimination;50,0;87,0;str;ctr
h;Artificial Discrimination;50,0;88,0;str;ctr
h;Artificial Discrimination;50,0;89,0;str;ctr
h;Artificial Discrimination;50,0;90,0;str;ctr
h;Artificial Discrimination;50,0;91,0;str;str
h;Artificial Discrimination;50,0;92,0;str;str
h;Artificial Discrimination;50,0;93,0;ctr;str
h;Artificial Discrimination;50,0;94,0;ctr;str
h;Artificial Discrimination;50,0;95,0;ctr;ctr
h;Artificial Discrimination;50,0;96,0;ctr;str
h;Artificial Discrimination;50,0;97,0;str;str
h;Artificial Discrimination;50,0;98,0;str;ctr
h;Artificial Discrimination;50,0;99,0;str;ctr
h;Artificial Discrimination;50,0;100,0;ctr;str
h;Artificial Discrimination;50,0;101,0;str;ctr
h;Artificial Discrimination;50,0;102,0;ctr;ctr
h;Artificial Discrimination;50,0;103,0;ctr;str
h;Artificial Discrimination;50,0;104,0;str;ctr
h;Artificial Discrimination;50,0;105,0;str;str
h;Artificial Discrimination;50,0;106,0;str;str
h;Artificial Discrimination;50,0;107,0;str;ctr
h;Artificial Discrimination;50,0;108,0;ctr;str
h;Artificial Discrimination;50,0;109,0;ctr;ctr
h;Artificial Discrimination;50,0;110,0;ctr;str
h;Artificial Discrimination;50,0;111,0;str;ctr
h;Artificial Discrimination;50,0;112,0;str;ctr
h;Artificial Discrimination;50,0;113,0;ctr;str
h;Artificial Discrimination;50,0;114,0;str;ctr
h;Artificial Discrimination;50,0;115,0;ctr;str
h;Artificial Discrimination;50,0;116,0;str;ctr
h;Artificial Discrimination;50,0;117,0;str;str
h;Artificial Discrimination;50,0;127,0;str;str
h;Artificial Discrimination;50,0;128,0;ctr;ctr
h;Artificial Discrimination;50,0;129,0;ctr;ctr
h;Artificial Discrimination;50,0;130,0;str;str
h;Artificial Discrimination;50,0;131,0;str;ctr
h;Artificial Discrimination;50,0;132,0;str;str
h;Artificial Discrimination;50,0;133,0;str;ctr
h;Artificial Discrimination;50,0;134,0;ctr;str
h;Artificial Discrimination;50,0;135,0;ctr;ctr
h;Artificial Discrimination;50,0;136,0;ctr;ctr
h;Artificial Discrimination;50,0;137,0;str;ctr
h;Artificial Discrimination;50,0;138,0;str;str
h;Artificial Discrimination;50,0;139,0;ctr;ctr
h;Artificial Discrimination;50,0;140,0;str;str
h;Artificial Discrimination;50,0;141,0;ctr;ctr
h;Artificial Discrimination;50,0;142,0;ctr;ctr
h;Artificial Discrimination;50,0;143,0;str;str
h;Artificial Discrimination;50,0;144,0;str;ctr
h;Artificial Discrimination;50,0;145,0;ctr;ctr
h;Artificial Discrimination;50,0;146,0;ctr;str
h;Artificial Discrimination;50,0;147,0;str;ctr
h;Artificial Discrimination;50,0;148,0;str;ctr
h;Artificial Discrimination;50,0;149,0;ctr;ctr
h;Artificial Discrimination;50,0;150,0;str;ctr
h;Artificial Discrimination;50,0;151,0;str;str
h;Artificial Discrimination;50,0;152,0;ctr;str
h;Artificial Discrimination;50,0;153,0;str;ctr
h;Artificial Discrimination;50,0;154,0;str;ctr
h;Artificial Discrimination;50,0;155,0;str;str
h;Artificial Discrimination;50,0;156,0;ctr;str
h;Artificial Discrimination;50,0;157,0;str;ctr
h;Artificial Discrimination;50,0;158,0;str;ctr
h;Artificial Discrimination;50,0;159,0;ctr;str
h;Artificial Discrimination;50,0;160,0;str;ctr
h;Artificial Discrimination;50,0;161,0;str;ctr
h;Artificial Discrimination;50,0;162,0;ctr;ctr
h;Artificial Discrimination;50,0;173,0;ctr;ctr
h;Artificial Discrimination;50,0;174,0;ctr;ctr
h;Artificial Discrimination;50,0;175,0;ctr;str
h;Artificial Discrimination;50,0;176,0;str;str
h;Artificial Discrimination;50,0;177,0;str;str
h;Artificial Discrimination;50,0;178,0;str;ctr
h;Artificial Discrimination;50,0;179,0;ctr;ctr
h;Artificial Discrimination;50,0;180,0;str;str
h;Artificial Discrimination;50,0;181,0;str;ctr
h;Artificial Discrimination;50,0;182,0;str;str
h;Artificial Discrimination;50,0;183,0;str;str
h;Artificial Discrimination;50,0;184,0;ctr;str
h;Artificial Discrimination;50,0;185,0;ctr;str
h;Artificial Discrimination;50,0;186,0;ctr;str
h;Artificial Discrimination;50,0;187,0;ctr;str
h;Artificial Discrimination;50,0;188,0;str;ctr
h;Artificial Discrimination;50,0;189,0;str;ctr
h;Artificial Discrimination;50,0;190,0;ctr;ctr
h;Artificial Discrimination;50,0;191,0;ctr;str
h;Artificial Discrimination;50,0;192,0;ctr;ctr
h;Artificial Discrimination;50,0;193,0;ctr;str
h;Artificial Discrimination;50,0;194,0;str;str
h;Artificial Discrimination;50,0;195,0;str;str
h;Artificial Discrimination;50,0;196,0;ctr;ctr
h;Artificial Discrimination;50,0;197,0;ctr;str
h;Artificial Discrimination;50,0;198,0;ctr;ctr
h;Artificial Discrimination;50,0;199,0;ctr;str
h;Artificial Discrimination;50,0;200,0;str;ctr
h;Artificial Discrimination;50,0;201,0;str;ctr
h;Artificial Discrimination;50,0;202,0;str;str
h;Artificial Discrimination;50,0;203,0;ctr;str
h;Artificial Discrimination;50,0;204,0;ctr;ctr
h;Artificial Discrimination;50,0;205,0;ctr;str
h;Artificial Discrimination;50,0;206,0;ctr;str
h;Artificial Discrimination;50,0;207,0;ctr;str
h;Artificial Discrimination;50,0;208,0;str;ctr
h;Artificial Discrimination;50,0;209,0;ctr;str
h;Artificial Discrimination;50,0;210,0;str;str
h;Artificial Discrimination;50,0;211,0;str;ctr
h;Artificial Discrimination;50,0;212,0;ctr;ctr
h;Artificial Discrimination;50,0;213,0;ctr;ctr
h;Artificial Discrimination;50,0;214,0;str;str
h;Artificial Discrimination;50,0;215,0;str;ctr
h;Artificial Discrimination;50,0;216,0;str;ctr
h;Artificial Discrimination;50,0;217,0;ctr;ctr
h;Artificial Discrimination;50,0;218,0;str;str
h;Artificial Discrimination;50,0;219,0;ctr;ctr
h;Artificial Discrimination;50,0;220,0;str;str
h;Artificial Discrimination;50,0;221,0;str;ctr
h;Artificial Discrimination;50,0;222,0;ctr;str
h;Artificial Discrimination;50,0;223,0;ctr;str
h;Artificial Discrimination;50,0;224,0;ctr;str
h;Artificial Discrimination;50,0;225,0;ctr;str
h;Artificial Discrimination;50,0;226,0;str;str
h;Artificial Discrimination;50,0;227,0;ctr;str
h;Artificial Discrimination;50,0;228,0;str;ctr
h;Artificial Discrimination;50,0;229,0;str;str
h;Artificial Discrimination;50,0;230,0;str;str
h;Artificial Discrimination;50,0;231,0;str;ctr
h;Artificial Discrimination;50,0;232,0;ctr;ctr
h;Artificial Discrimination;50,0;233,0;ctr;ctr
h;Artificial Discrimination;50,0;234,0;ctr;str
h;Artificial Discrimination;50,0;235,0;ctr;str
h;Artificial Discrimination;50,0;236,0;ctr;ctr
h;Artificial Discrimination;50,0;237,0;str;ctr
h;Artificial Discrimination;50,0;238,0;str;str
h;Artificial Discrimination;50,0;239,0;ctr;str
h;Artificial Discrimination;50,0;240,0;ctr;str
h;Artificial Discrimination;50,0;241,0;str;str
h;Artificial Discrimination;50,0;242,0;ctr;str
h;Artificial Discrimination;50,0;243,0;ctr;ctr
h;Artificial Discrimination;50,0;244,0;ctr;ctr
h;Artificial Discrimination;50,0;245,0;str;str
h;Artificial Discrimination;50,0;246,0;ctr;ctr
h;Artificial Discrimination;50,0;247,0;str;str
h;Artificial Discrimination;50,0;248,0;str;str
h;Artificial Discrimination;50,0;249,0;ctr;str
h;Artificial Discrimination;50,0;250,0;ctr;ctr
h;Artificial Discrimination;50,0;251,0;str;ctr
h;Artificial Discrimination;50,0;252,0;ctr;str
h;Artificial Discrimination;50,0;253,0;str;ctr
h;Artificial Discrimination;50,0;254,0;ctr;str
h;Artificial Discrimination;50,0;255,0;ctr;str
h;Artificial Discrimination;50,0;256,0;ctr;str
h;Artificial Discrimination;50,0;257,0;ctr;str
h;Artificial Discrimination;50,0;258,0;str;ctr
h;Artificial Discrimination;50,0;259,0;str;str
h;Artificial Discrimination;50,0;270,0;ctr;str
h;Artificial Discrimination;50,0;271,0;ctr;str
h;Artificial Discrimination;50,0;272,0;ctr;str
h;Artificial Discrimination;50,0;273,0;str;str
h;Artificial Discrimination;50,0;274,0;ctr;str
h;Artificial Discrimination;50,0;275,0;str;ctr
h;Artificial Discrimination;50,0;276,0;ctr;str
h;Artificial Discrimination;50,0;277,0;ctr;str
h;Artificial Discrimination;50,0;278,0;ctr;str
h;Artificial Discrimination;50,0;279,0;ctr;ctr
h;Artificial Discrimination;50,0;290,0;ctr;ctr
h;Artificial Discrimination;50,0;291,0;str;ctr
h;Artificial Discrimination;50,0;292,0;ctr;ctr
h;Artificial Discrimination;50,0;293,0;str;ctr
h;Artificial Discrimination;50,0;294,0;str;str
h;Artificial Discrimination;50,0;295,0;ctr;ctr
h;Artificial Discrimination;50,0;296,0;ctr;str
h;Artificial Discrimination;50,0;297,0;str;str
h;Artificial Discrimination;50,0;298,0;ctr;str
h;Artificial Discrimination;50,0;299,0;str;str
h;Artificial Discrimination;50,0;300,0;str;ctr
h;Artificial Discrimination;50,0;301,0;str;ctr
h;Artificial Discrimination;50,0;302,0;str;str
h;Artificial Discrimination;50,0;303,0;str;str
h;Artificial Discrimination;50,0;304,0;str;str
h;Artificial Discrimination;50,0;305,0;ctr;ctr
h;Artificial Discrimination;50,0;306,0;str;ctr
h;Artificial Discrimination;50,0;307,0;str;str
h;Artificial Discrimination;50,0;308,0;ctr;str
h;Artificial Discrimination;50,0;309,0;ctr;ctr
h;Artificial Discrimination;50,0;310,0;str;ctr
h;Artificial Discrimination;50,0;311,0;str;ctr
h;Artificial Discrimination;50,0;312,0;str;ctr
h;Artificial Discrimination;50,0;313,0;ctr;ctr
h;Artificial Discrimination;50,0;314,0;str;ctr
h;Artificial Discrimination;50,0;315,0;str;ctr
h;Artificial Discrimination;50,0;316,0;str;ctr
h;Artificial Discrimination;50,0;317,0;str;str
h;Artificial Discrimination;50,0;318,0;str;str
h;Artificial Discrimination;50,0;319,0;str;ctr
h;Artificial Discrimination;50,0;320,0;str;ctr
h;Artificial Discrimination;50,0;321,0;str;str
h;Artificial Discrimination;50,0;322,0;str;ctr
h;Artificial Discrimination;50,0;323,0;ctr;str
h;Artificial Discrimination;50,0;324,0;ctr;ctr
h;Artificial Discrimination;50,0;325,0;ctr;ctr
h;Artificial Discrimination;50,0;326,0;str;ctr
h;Artificial Discrimination;50,0;327,0;str;str
h;Artificial Discrimination;50,0;328,0;str;str
h;Artificial Discrimination;50,0;329,0;ctr;ctr
h;Artificial Discrimination;50,0;330,0;ctr;str
h;Artificial Discrimination;50,0;331,0;ctr;str
h;Artificial Discrimination;50,0;332,0;str;ctr
h;Artificial Discrimination;51,0;3,0;ctr;str
h;Artificial Discrimination;51,0;4,0;ctr;ctr
h;Artificial Discrimination;51,0;5,0;str;str
h;Artificial Discrimination;51,0;6,0;str;str
h;Artificial Discrimination;51,0;7,0;str;str
h;Artificial Discrimination;51,0;8,0;ctr;ctr
h;Artificial Discrimination;51,0;9,0;ctr;ctr
h;Artificial Discrimination;51,0;10,0;str;str
h;Artificial Discrimination;51,0;11,0;str;ctr
h;Artificial Discrimination;51,0;12,0;ctr;str
h;Artificial Discrimination;51,0;13,0;ctr;ctr
