monkey;task;reactionTime;outcome;stimulus;my_col
g;Artificial Discrimination;4,663;correct;ctr;4,663
g;Artificial Discrimination;3,603;correct;str;3,603
g;Artificial Discrimination;2,676;correct;ctr;2,676
g;Artificial Discrimination;0,604;correct;ctr;0,604
g;Artificial Discrimination;4,723;correct;str;4,723
g;Artificial Discrimination;3,989;correct;str;3,989
g;Artificial Discrimination;1,62;correct;str;1,62
g;Artificial Discrimination;1,37;correct;ctr;1,37
g;Artificial Discrimination;1,494;correct;str;1,494
h;Artificial Discrimination;4,057;correct;str;4,057
h;Artificial Discrimination;2,078;correct;ctr;2,078
h;Artificial Discrimination;1,877;correct;ctr;1,877
h;Artificial Discrimination;1,437;correct;ctr;1,437
h;Artificial Discrimination;1,366;correct;ctr;1,366
h;Artificial Discrimination;1,338;correct;str;1,338
h;Artificial Discrimination;1,051;correct;str;1,051
h;Artificial Discrimination;2,035;correct;str;2,035
h;Artificial Discrimination;4,38;correct;str;4,38
h;Artificial Discrimination;1,328;correct;ctr;1,328
h;Artificial Discrimination;2,711;correct;ctr;2,711
h;Artificial Discrimination;2,454;correct;str;2,454
h;Artificial Discrimination;0,688;correct;str;0,688
h;Artificial Discrimination;0,728;correct;str;0,728
h;Artificial Discrimination;0,759;correct;str;0,759
h;Artificial Discrimination;0,915;correct;ctr;0,915
h;Artificial Discrimination;0,913;correct;ctr;0,913
h;Artificial Discrimination;1,142;correct;ctr;1,142
h;Artificial Discrimination;1,523;correct;str;1,523
h;Artificial Discrimination;2,3;correct;ctr;2,3
h;Artificial Discrimination;0,988;correct;ctr;0,988
h;Artificial Discrimination;0,853;correct;str;0,853
h;Artificial Discrimination;1,305;correct;str;1,305
h;Artificial Discrimination;1,908;correct;ctr;1,908
h;Artificial Discrimination;2,394;correct;str;2,394
h;Artificial Discrimination;1,3;correct;str;1,3
h;Artificial Discrimination;1,907;correct;str;1,907
h;Artificial Discrimination;3,063;correct;ctr;3,063
h;Artificial Discrimination;0,792;correct;str;0,792
h;Artificial Discrimination;1,175;correct;ctr;1,175
h;Artificial Discrimination;1,849;correct;ctr;1,849
h;Artificial Discrimination;2,14;correct;ctr;2,14
h;Artificial Discrimination;3,064;correct;ctr;3,064
h;Artificial Discrimination;1,431;correct;str;1,431
h;Artificial Discrimination;2,81;correct;str;2,81
h;Artificial Discrimination;1,974;correct;ctr;1,974
h;Artificial Discrimination;3,87;correct;str;3,87
h;Artificial Discrimination;2,187;correct;str;2,187
h;Artificial Discrimination;1,779;correct;str;1,779
h;Artificial Discrimination;2,713;correct;ctr;2,713
h;Artificial Discrimination;2,295;correct;ctr;2,295
h;Artificial Discrimination;2,81;correct;ctr;2,81
h;Artificial Discrimination;0,887;correct;str;0,887
h;Artificial Discrimination;1,468;correct;str;1,468
h;Artificial Discrimination;0,73;correct;str;0,73
h;Artificial Discrimination;1,91;correct;ctr;1,91
h;Artificial Discrimination;0,854;correct;str;0,854
h;Artificial Discrimination;1,781;correct;ctr;1,781
h;Artificial Discrimination;2,264;correct;ctr;2,264
h;Artificial Discrimination;1,015;correct;ctr;1,015
h;Artificial Discrimination;4,313;correct;str;4,313
h;Artificial Discrimination;0,725;correct;str;0,725
h;Artificial Discrimination;1,975;correct;ctr;1,975
h;Artificial Discrimination;3,728;correct;str;3,728
h;Artificial Discrimination;1,816;correct;str;1,816
h;Artificial Discrimination;2,296;correct;ctr;2,296
h;Artificial Discrimination;1,362;correct;str;1,362
h;Artificial Discrimination;0,946;correct;str;0,946
h;Artificial Discrimination;2,237;correct;str;2,237
h;Artificial Discrimination;0,963;correct;str;0,963
h;Artificial Discrimination;2,257;correct;str;2,257
h;Artificial Discrimination;0,924;correct;str;0,924
h;Artificial Discrimination;2,585;correct;ctr;2,585
h;Artificial Discrimination;1,561;correct;ctr;1,561
h;Artificial Discrimination;1,497;correct;ctr;1,497
h;Artificial Discrimination;1,143;correct;ctr;1,143
h;Artificial Discrimination;1,277;correct;ctr;1,277
h;Artificial Discrimination;1,753;correct;str;1,753
h;Artificial Discrimination;2,363;correct;ctr;2,363
h;Artificial Discrimination;1,688;correct;ctr;1,688
h;Artificial Discrimination;2,24;correct;str;2,24
h;Artificial Discrimination;4,726;correct;ctr;4,726
h;Artificial Discrimination;2,963;correct;str;2,963
h;Artificial Discrimination;1,144;correct;str;1,144
h;Artificial Discrimination;1,369;correct;str;1,369
h;Artificial Discrimination;2,322;correct;str;2,322
h;Artificial Discrimination;2,156;correct;str;2,156
h;Artificial Discrimination;2,071;correct;ctr;2,071
h;Artificial Discrimination;2,231;correct;ctr;2,231
h;Artificial Discrimination;2,35;correct;ctr;2,35
h;Artificial Discrimination;1,506;correct;ctr;1,506
h;Artificial Discrimination;2,801;correct;str;2,801
h;Artificial Discrimination;1,915;correct;ctr;1,915
h;Artificial Discrimination;1,757;correct;ctr;1,757
h;Artificial Discrimination;4,723;correct;ctr;4,723
h;Artificial Discrimination;1,306;correct;str;1,306
h;Artificial Discrimination;3,097;correct;ctr;3,097
h;Artificial Discrimination;2,744;correct;str;2,744
h;Artificial Discrimination;1,841;correct;str;1,841
h;Artificial Discrimination;1,716;correct;str;1,716
h;Artificial Discrimination;1,657;correct;str;1,657
h;Artificial Discrimination;2,32;correct;ctr;2,32
h;Artificial Discrimination;2,904;correct;ctr;2,904
h;Artificial Discrimination;0,991;correct;ctr;0,991
h;Artificial Discrimination;2,869;correct;str;2,869
h;Artificial Discrimination;2,993;correct;ctr;2,993
h;Artificial Discrimination;2,937;correct;str;2,937
h;Artificial Discrimination;2,688;correct;ctr;2,688
h;Artificial Discrimination;2,524;correct;str;2,524
h;Artificial Discrimination;1,95;correct;ctr;1,95
h;Artificial Discrimination;1,523;correct;str;1,523
h;Artificial Discrimination;3,19;correct;ctr;3,19
h;Artificial Discrimination;4,316;correct;str;4,316
h;Artificial Discrimination;1,285;correct;str;1,285
h;Artificial Discrimination;1,73;correct;str;1,73
h;Artificial Discrimination;2,654;correct;str;2,654
h;Artificial Discrimination;0,805;correct;str;0,805
h;Artificial Discrimination;2,279;correct;str;2,279
h;Artificial Discrimination;3,321;correct;str;3,321
h;Artificial Discrimination;0,794;correct;str;0,794
h;Artificial Discrimination;4,351;correct;ctr;4,351
h;Artificial Discrimination;0,821;correct;str;0,821
h;Artificial Discrimination;0,987;correct;ctr;0,987
h;Artificial Discrimination;1,654;correct;ctr;1,654
h;Artificial Discrimination;1,432;correct;ctr;1,432
h;Artificial Discrimination;1,433;correct;str;1,433
h;Artificial Discrimination;3,417;correct;ctr;3,417
h;Artificial Discrimination;1,151;correct;str;1,151
h;Artificial Discrimination;2,744;correct;str;2,744
h;Artificial Discrimination;1,051;correct;str;1,051
h;Artificial Discrimination;1,371;correct;ctr;1,371
h;Artificial Discrimination;1,66;correct;ctr;1,66
h;Artificial Discrimination;2,744;correct;str;2,744
h;Artificial Discrimination;2,233;correct;str;2,233
h;Artificial Discrimination;3,707;correct;ctr;3,707
h;Artificial Discrimination;4,767;correct;ctr;4,767
h;Artificial Discrimination;1,41;correct;ctr;1,41
h;Artificial Discrimination;1,535;correct;str;1,535
h;Artificial Discrimination;2,486;correct;str;2,486
h;Artificial Discrimination;1,431;correct;ctr;1,431
h;Artificial Discrimination;1,857;correct;str;1,857
h;Artificial Discrimination;1,757;correct;ctr;1,757
h;Artificial Discrimination;1,434;correct;str;1,434
h;Artificial Discrimination;1,443;correct;str;1,443
h;Artificial Discrimination;2,989;correct;ctr;2,989
h;Artificial Discrimination;3,931;correct;ctr;3,931
h;Artificial Discrimination;2,65;correct;str;2,65
h;Artificial Discrimination;3,893;correct;str;3,893
h;Artificial Discrimination;1,404;correct;str;1,404
h;Artificial Discrimination;2,788;correct;ctr;2,788
h;Artificial Discrimination;0,981;correct;str;0,981
h;Artificial Discrimination;1,591;correct;str;1,591
h;Artificial Discrimination;4,437;correct;ctr;4,437
h;Artificial Discrimination;1,175;correct;str;1,175
h;Artificial Discrimination;1,63;correct;ctr;1,63
h;Artificial Discrimination;3,993;correct;str;3,993
h;Artificial Discrimination;1,077;correct;ctr;1,077
h;Artificial Discrimination;2,424;correct;ctr;2,424
h;Artificial Discrimination;1,307;correct;ctr;1,307
h;Artificial Discrimination;3,452;correct;str;3,452
h;Artificial Discrimination;2,227;correct;ctr;2,227
h;Artificial Discrimination;1,554;correct;ctr;1,554
h;Artificial Discrimination;2,45;correct;ctr;2,45
h;Artificial Discrimination;3,223;correct;ctr;3,223
h;Artificial Discrimination;2,903;correct;str;2,903
h;Artificial Discrimination;4,728;correct;ctr;4,728
h;Artificial Discrimination;0,851;correct;ctr;0,851
h;Artificial Discrimination;2,267;correct;ctr;2,267
h;Artificial Discrimination;0,829;correct;str;0,829
h;Artificial Discrimination;1,999;correct;str;1,999
h;Artificial Discrimination;1,73;correct;ctr;1,73
h;Artificial Discrimination;1,389;correct;str;1,389
h;Artificial Discrimination;2,708;correct;ctr;2,708
h;Artificial Discrimination;1,798;correct;str;1,798
h;Artificial Discrimination;1,414;correct;str;1,414
h;Artificial Discrimination;3,616;correct;ctr;3,616
h;Artificial Discrimination;1,17;correct;str;1,17
h;Artificial Discrimination;1,234;correct;str;1,234
h;Artificial Discrimination;2,941;correct;ctr;2,941
h;Artificial Discrimination;4,393;correct;ctr;4,393
h;Artificial Discrimination;1,084;correct;str;1,084
h;Artificial Discrimination;2,354;correct;str;2,354
h;Artificial Discrimination;2,845;correct;ctr;2,845
h;Artificial Discrimination;1,971;correct;ctr;1,971
h;Artificial Discrimination;3,867;correct;str;3,867
h;Artificial Discrimination;1,18;correct;ctr;1,18
h;Artificial Discrimination;1,341;correct;str;1,341
h;Artificial Discrimination;1,913;correct;ctr;1,913
h;Artificial Discrimination;1,346;correct;ctr;1,346
h;Artificial Discrimination;1,208;correct;str;1,208
h;Artificial Discrimination;4,285;correct;ctr;4,285
h;Artificial Discrimination;2,778;correct;ctr;2,778
h;Artificial Discrimination;0,923;correct;str;0,923
h;Artificial Discrimination;2,303;correct;ctr;2,303
h;Artificial Discrimination;0,798;correct;ctr;0,798
h;Artificial Discrimination;3,289;correct;ctr;3,289
h;Artificial Discrimination;0,795;correct;str;0,795
h;Artificial Discrimination;1,33;correct;str;1,33
h;Artificial Discrimination;0,714;correct;ctr;0,714
h;Artificial Discrimination;0,94;correct;str;0,94
h;Artificial Discrimination;0,67;correct;str;0,67
h;Artificial Discrimination;1,368;correct;str;1,368
h;Artificial Discrimination;1,67;correct;ctr;1,67
h;Artificial Discrimination;2,81;correct;ctr;2,81
h;Artificial Discrimination;1,02;correct;str;1,02
h;Artificial Discrimination;0,702;correct;str;0,702
h;Artificial Discrimination;2,589;correct;ctr;2,589
h;Artificial Discrimination;2,813;correct;ctr;2,813
h;Artificial Discrimination;1,228;correct;str;1,228
h;Artificial Discrimination;2,587;correct;ctr;2,587
h;Artificial Discrimination;3,895;correct;str;3,895
h;Artificial Discrimination;2,302;correct;ctr;2,302
h;Artificial Discrimination;2,01;correct;ctr;2,01
h;Artificial Discrimination;1,21;correct;str;1,21
h;Artificial Discrimination;0,868;correct;ctr;0,868
h;Artificial Discrimination;1,28;correct;str;1,28
h;Artificial Discrimination;2,621;correct;ctr;2,621
h;Artificial Discrimination;0,861;correct;str;0,861
h;Artificial Discrimination;1,537;correct;str;1,537
h;Artificial Discrimination;2,14;correct;str;2,14
h;Artificial Discrimination;0,803;correct;str;0,803
h;Artificial Discrimination;2,622;correct;ctr;2,622
h;Artificial Discrimination;1,313;correct;ctr;1,313
h;Artificial Discrimination;1,938;correct;ctr;1,938
h;Artificial Discrimination;4,348;correct;str;4,348
h;Artificial Discrimination;2,465;correct;str;2,465
h;Artificial Discrimination;1,535;correct;ctr;1,535
h;Artificial Discrimination;1,211;correct;ctr;1,211
h;Artificial Discrimination;1,079;correct;str;1,079
h;Artificial Discrimination;1,819;correct;ctr;1,819
h;Artificial Discrimination;1,724;correct;str;1,724
h;Artificial Discrimination;1,273;correct;str;1,273
h;Artificial Discrimination;1,551;correct;ctr;1,551
h;Artificial Discrimination;2,205;correct;str;2,205
h;Artificial Discrimination;1,019;correct;str;1,019
h;Artificial Discrimination;1,377;correct;ctr;1,377
h;Artificial Discrimination;0,764;correct;ctr;0,764
h;Artificial Discrimination;1,222;correct;ctr;1,222
h;Artificial Discrimination;1,625;correct;str;1,625
h;Artificial Discrimination;0,696;correct;ctr;0,696
h;Artificial Discrimination;2,393;correct;str;2,393
h;Artificial Discrimination;1,68;correct;str;1,68
h;Artificial Discrimination;1,429;correct;str;1,429
h;Artificial Discrimination;2,145;correct;str;2,145
h;Artificial Discrimination;1,697;correct;str;1,697
h;Artificial Discrimination;3,111;correct;ctr;3,111
h;Artificial Discrimination;4,323;correct;str;4,323
h;Artificial Discrimination;2,169;correct;ctr;2,169
h;Artificial Discrimination;2,013;correct;ctr;2,013
h;Artificial Discrimination;2,234;correct;str;2,234
h;Artificial Discrimination;0,903;correct;str;0,903
h;Artificial Discrimination;2,755;correct;str;2,755
h;Artificial Discrimination;1,242;correct;ctr;1,242
h;Artificial Discrimination;1,307;correct;ctr;1,307
h;Artificial Discrimination;1,598;correct;str;1,598
h;Artificial Discrimination;3,097;correct;str;3,097
h;Artificial Discrimination;2,944;correct;ctr;2,944
h;Artificial Discrimination;0,742;correct;ctr;0,742
h;Artificial Discrimination;4,161;correct;str;4,161
h;Artificial Discrimination;0,762;correct;str;0,762
h;Artificial Discrimination;0,989;correct;str;0,989
h;Artificial Discrimination;4,023;correct;ctr;4,023
h;Artificial Discrimination;2,139;correct;ctr;2,139
h;Artificial Discrimination;0,925;correct;str;0,925
h;Artificial Discrimination;1,494;correct;ctr;1,494
h;Artificial Discrimination;1,783;correct;ctr;1,783
h;Artificial Discrimination;1,94;correct;str;1,94
h;Artificial Discrimination;0,825;correct;ctr;0,825
h;Artificial Discrimination;0,663;correct;str;0,663
h;Artificial Discrimination;1,814;correct;ctr;1,814
h;Artificial Discrimination;1,138;correct;ctr;1,138
h;Artificial Discrimination;2,064;correct;ctr;2,064
h;Artificial Discrimination;1,81;correct;str;1,81
h;Artificial Discrimination;2,136;correct;ctr;2,136
h;Artificial Discrimination;1,854;correct;str;1,854
h;Artificial Discrimination;0,953;correct;str;0,953
h;Artificial Discrimination;1,426;correct;str;1,426
h;Artificial Discrimination;0,853;correct;str;0,853
h;Artificial Discrimination;3,168;correct;ctr;3,168
h;Artificial Discrimination;2,747;correct;ctr;2,747
h;Artificial Discrimination;2,297;correct;str;2,297
h;Artificial Discrimination;1,819;correct;ctr;1,819
h;Artificial Discrimination;2,393;correct;ctr;2,393
h;Artificial Discrimination;2,643;correct;str;2,643
h;Artificial Discrimination;0,792;correct;str;0,792
h;Artificial Discrimination;0,857;correct;ctr;0,857
h;Artificial Discrimination;2,164;correct;ctr;2,164
h;Artificial Discrimination;4,953;correct;str;4,953
h;Artificial Discrimination;2,643;correct;ctr;2,643
h;Artificial Discrimination;2,622;correct;str;2,622
h;Artificial Discrimination;0,827;correct;str;0,827
h;Artificial Discrimination;2,269;correct;ctr;2,269
h;Artificial Discrimination;2,912;correct;ctr;2,912
h;Artificial Discrimination;4,634;correct;str;4,634
h;Artificial Discrimination;2,807;correct;str;2,807
h;Artificial Discrimination;2,326;correct;str;2,326
h;Artificial Discrimination;2,461;correct;str;2,461
h;Artificial Discrimination;2,05;correct;str;2,05
h;Artificial Discrimination;0,849;correct;str;0,849
h;Artificial Discrimination;1,885;correct;ctr;1,885
h;Artificial Discrimination;2,968;correct;ctr;2,968
h;Artificial Discrimination;3,06;correct;ctr;3,06
h;Artificial Discrimination;2,238;correct;ctr;2,238
h;Artificial Discrimination;1,342;correct;str;1,342
h;Artificial Discrimination;3,069;correct;ctr;3,069
h;Artificial Discrimination;3,704;correct;ctr;3,704
h;Artificial Discrimination;3,069;correct;str;3,069
h;Artificial Discrimination;3,49;correct;ctr;3,49
h;Artificial Discrimination;1,439;correct;str;1,439
h;Artificial Discrimination;0,949;correct;str;0,949
h;Artificial Discrimination;2,112;correct;str;2,112
h;Artificial Discrimination;2,457;correct;ctr;2,457
h;Artificial Discrimination;1,093;correct;ctr;1,093
h;Artificial Discrimination;2,849;correct;ctr;2,849
h;Artificial Discrimination;2,108;correct;str;2,108
h;Artificial Discrimination;0,92;correct;str;0,92
h;Artificial Discrimination;0,956;correct;str;0,956
h;Artificial Discrimination;3,189;correct;ctr;3,189
h;Artificial Discrimination;1,245;correct;str;1,245
h;Artificial Discrimination;2,137;correct;str;2,137
h;Artificial Discrimination;0,88;correct;str;0,88
h;Artificial Discrimination;0,823;correct;ctr;0,823
h;Artificial Discrimination;2,549;correct;str;2,549
h;Artificial Discrimination;1,016;correct;ctr;1,016
h;Artificial Discrimination;3,998;correct;ctr;3,998
h;Artificial Discrimination;0,883;correct;str;0,883
h;Artificial Discrimination;2,452;correct;str;2,452
h;Artificial Discrimination;4,57;correct;str;4,57
h;Artificial Discrimination;1,398;correct;ctr;1,398
h;Artificial Discrimination;2,295;correct;ctr;2,295
h;Artificial Discrimination;1,335;correct;ctr;1,335
h;Artificial Discrimination;2,357;correct;ctr;2,357
h;Artificial Discrimination;2,453;correct;str;2,453
h;Artificial Discrimination;1,46;correct;ctr;1,46
h;Artificial Discrimination;0,728;correct;ctr;0,728
h;Artificial Discrimination;2,49;correct;str;2,49
h;Artificial Discrimination;3,611;correct;ctr;3,611
h;Artificial Discrimination;0,79;correct;str;0,79
h;Artificial Discrimination;0,73;correct;ctr;0,73
h;Artificial Discrimination;2,503;correct;ctr;2,503
h;Artificial Discrimination;1,427;correct;str;1,427
h;Artificial Discrimination;1,335;correct;ctr;1,335
h;Artificial Discrimination;2,042;correct;ctr;2,042
h;Artificial Discrimination;1,134;correct;str;1,134
h;Artificial Discrimination;3,789;correct;ctr;3,789
h;Artificial Discrimination;1,333;correct;str;1,333
h;Artificial Discrimination;2,62;correct;str;2,62
h;Artificial Discrimination;0,728;correct;str;0,728
h;Artificial Discrimination;3,77;correct;ctr;3,77
h;Artificial Discrimination;2,36;correct;ctr;2,36
h;Artificial Discrimination;2,293;correct;str;2,293
h;Artificial Discrimination;3,001;correct;str;3,001
h;Artificial Discrimination;2,007;correct;str;2,007
h;Artificial Discrimination;3,261;correct;ctr;3,261
h;Artificial Discrimination;3,29;correct;str;3,29
h;Artificial Discrimination;2,927;correct;str;2,927
h;Artificial Discrimination;3,381;correct;str;3,381
h;Artificial Discrimination;4,697;correct;str;4,697
h;Artificial Discrimination;2,484;correct;ctr;2,484
h;Artificial Discrimination;2,065;correct;ctr;2,065
h;Artificial Discrimination;1,113;correct;str;1,113
h;Artificial Discrimination;3,44;correct;ctr;3,44
h;Artificial Discrimination;2,719;correct;str;2,719
h;Artificial Discrimination;2,68;correct;ctr;2,68
h;Artificial Discrimination;3,028;correct;str;3,028
h;Artificial Discrimination;2,424;correct;ctr;2,424
h;Artificial Discrimination;2,076;correct;ctr;2,076
h;Artificial Discrimination;2,492;correct;str;2,492
h;Artificial Discrimination;2,095;correct;str;2,095
h;Artificial Discrimination;0,79;correct;str;0,79
h;Artificial Discrimination;2,052;correct;str;2,052
h;Artificial Discrimination;2,992;correct;str;2,992
h;Artificial Discrimination;3,064;correct;str;3,064
h;Artificial Discrimination;3,677;correct;ctr;3,677
h;Artificial Discrimination;1,693;correct;ctr;1,693
h;Artificial Discrimination;2,65;correct;ctr;2,65
h;Artificial Discrimination;2,71;correct;ctr;2,71
h;Artificial Discrimination;2,044;correct;str;2,044
h;Artificial Discrimination;3,865;correct;str;3,865
h;Artificial Discrimination;1,589;correct;ctr;1,589
h;Artificial Discrimination;2,81;correct;ctr;2,81
h;Artificial Discrimination;3,546;correct;str;3,546
h;Artificial Discrimination;1,107;correct;ctr;1,107
h;Artificial Discrimination;2,847;correct;ctr;2,847
h;Artificial Discrimination;3,74;correct;str;3,74
h;Artificial Discrimination;0,815;correct;str;0,815
h;Artificial Discrimination;3,296;correct;ctr;3,296
h;Artificial Discrimination;4,159;correct;ctr;4,159
h;Artificial Discrimination;2,549;correct;str;2,549
h;Artificial Discrimination;2,2;correct;str;2,2
h;Artificial Discrimination;1,338;correct;ctr;1,338
h;Artificial Discrimination;1,603;correct;ctr;1,603
h;Artificial Discrimination;1,047;correct;str;1,047
h;Artificial Discrimination;3,034;correct;str;3,034
h;Artificial Discrimination;2,529;correct;str;2,529
h;Artificial Discrimination;3,004;correct;str;3,004
h;Artificial Discrimination;1,946;correct;ctr;1,946
h;Artificial Discrimination;1,955;correct;ctr;1,955
h;Artificial Discrimination;2,368;correct;str;2,368
h;Artificial Discrimination;1,344;correct;str;1,344
h;Artificial Discrimination;2,863;correct;ctr;2,863
h;Artificial Discrimination;0,853;correct;str;0,853
h;Artificial Discrimination;1,742;correct;ctr;1,742
h;Artificial Discrimination;1,675;correct;str;1,675
h;Artificial Discrimination;2,713;correct;str;2,713
h;Artificial Discrimination;2,129;correct;str;2,129
h;Artificial Discrimination;1,153;correct;str;1,153
h;Artificial Discrimination;1,949;correct;ctr;1,949
h;Artificial Discrimination;4,376;correct;ctr;4,376
h;Artificial Discrimination;4,553;correct;ctr;4,553
h;Artificial Discrimination;4,439;correct;ctr;4,439
h;Artificial Discrimination;2,84;correct;ctr;2,84
h;Artificial Discrimination;3,312;correct;ctr;3,312
h;Artificial Discrimination;2,621;correct;ctr;2,621
h;Artificial Discrimination;3,284;correct;str;3,284
h;Artificial Discrimination;2,854;correct;ctr;2,854
h;Artificial Discrimination;4,962;correct;str;4,962
h;Artificial Discrimination;1,201;correct;str;1,201
h;Artificial Discrimination;2,315;correct;str;2,315
h;Artificial Discrimination;2,056;correct;str;2,056
h;Artificial Discrimination;4,326;correct;str;4,326
h;Artificial Discrimination;1,337;correct;ctr;1,337
h;Artificial Discrimination;1,809;correct;str;1,809
h;Artificial Discrimination;2,52;correct;ctr;2,52
h;Artificial Discrimination;1,098;correct;str;1,098
h;Artificial Discrimination;4,135;correct;str;4,135
h;Artificial Discrimination;1,894;correct;ctr;1,894
h;Artificial Discrimination;1,919;correct;ctr;1,919
h;Artificial Discrimination;4,981;correct;ctr;4,981
h;Artificial Discrimination;4,677;correct;ctr;4,677
h;Artificial Discrimination;1,97;correct;str;1,97
h;Artificial Discrimination;0,914;correct;ctr;0,914
h;Artificial Discrimination;1,541;correct;ctr;1,541
h;Artificial Discrimination;1,771;correct;str;1,771
h;Artificial Discrimination;3,484;correct;str;3,484
h;Artificial Discrimination;1,683;correct;str;1,683
h;Artificial Discrimination;1,77;correct;str;1,77
h;Artificial Discrimination;2,229;correct;ctr;2,229
h;Artificial Discrimination;3,47;correct;ctr;3,47
h;Artificial Discrimination;2,415;correct;ctr;2,415
h;Artificial Discrimination;4,754;correct;str;4,754
h;Artificial Discrimination;1,117;correct;ctr;1,117
h;Artificial Discrimination;4,488;correct;str;4,488
h;Artificial Discrimination;1,922;correct;ctr;1,922
h;Artificial Discrimination;2,323;correct;str;2,323
h;Artificial Discrimination;2,288;correct;str;2,288
h;Artificial Discrimination;4,685;correct;ctr;4,685
h;Artificial Discrimination;3,942;correct;str;3,942
h;Artificial Discrimination;1,374;correct;str;1,374
h;Artificial Discrimination;3,568;correct;ctr;3,568
h;Artificial Discrimination;0,993;correct;str;0,993
h;Artificial Discrimination;0,83;correct;str;0,83
h;Artificial Discrimination;4,339;correct;str;4,339
h;Artificial Discrimination;3,221;correct;ctr;3,221
h;Artificial Discrimination;4,033;correct;ctr;4,033
h;Artificial Discrimination;4,593;correct;ctr;4,593
h;Artificial Discrimination;4,537;correct;str;4,537
h;Artificial Discrimination;3,741;correct;ctr;3,741
h;Artificial Discrimination;4,817;correct;str;4,817
h;Artificial Discrimination;2,423;correct;ctr;2,423
h;Artificial Discrimination;4,619;correct;ctr;4,619
h;Artificial Discrimination;3,386;correct;ctr;3,386
h;Artificial Discrimination;2,194;correct;str;2,194
h;Artificial Discrimination;2,514;correct;str;2,514
h;Artificial Discrimination;1,464;correct;str;1,464
h;Artificial Discrimination;4,08;correct;ctr;4,08
h;Artificial Discrimination;2,267;correct;ctr;2,267
h;Artificial Discrimination;3,423;correct;str;3,423
h;Artificial Discrimination;4,473;correct;ctr;4,473
h;Artificial Discrimination;1,401;correct;ctr;1,401
h;Artificial Discrimination;2,865;correct;str;2,865
h;Artificial Discrimination;1,688;correct;ctr;1,688
h;Artificial Discrimination;4,689;correct;ctr;4,689
h;Artificial Discrimination;2,971;correct;ctr;2,971
h;Artificial Discrimination;2,685;correct;str;2,685
h;Artificial Discrimination;2,934;correct;str;2,934
h;Artificial Discrimination;1,145;correct;ctr;1,145
h;Artificial Discrimination;3,538;correct;str;3,538
h;Artificial Discrimination;3,483;correct;ctr;3,483
h;Artificial Discrimination;2,226;correct;str;2,226
h;Artificial Discrimination;1,62;correct;str;1,62
h;Artificial Discrimination;3,357;correct;str;3,357
h;Artificial Discrimination;2,652;correct;str;2,652
h;Artificial Discrimination;1,844;correct;ctr;1,844
h;Artificial Discrimination;1,697;correct;ctr;1,697
h;Artificial Discrimination;2,502;correct;ctr;2,502
h;Artificial Discrimination;2,776;correct;str;2,776
h;Artificial Discrimination;2,58;correct;ctr;2,58
h;Artificial Discrimination;3,323;correct;ctr;3,323
h;Artificial Discrimination;1,753;correct;ctr;1,753
h;Artificial Discrimination;1,295;correct;ctr;1,295
h;Artificial Discrimination;2,652;correct;str;2,652
h;Artificial Discrimination;0,784;correct;str;0,784
h;Artificial Discrimination;1,3;correct;ctr;1,3
h;Artificial Discrimination;3,091;correct;str;3,091
h;Artificial Discrimination;4,185;correct;str;4,185
h;Artificial Discrimination;3,985;correct;ctr;3,985
h;Artificial Discrimination;1,162;correct;ctr;1,162
h;Artificial Discrimination;2,199;correct;ctr;2,199
h;Artificial Discrimination;1,914;correct;str;1,914
h;Artificial Discrimination;3,03;correct;str;3,03
h;Artificial Discrimination;2,039;correct;ctr;2,039
h;Artificial Discrimination;1,36;correct;str;1,36
h;Artificial Discrimination;2,904;correct;str;2,904
h;Artificial Discrimination;3,58;correct;str;3,58
h;Artificial Discrimination;3,434;correct;ctr;3,434
h;Artificial Discrimination;4,14;correct;str;4,14
h;Artificial Discrimination;1,462;correct;ctr;1,462
h;Artificial Discrimination;1,299;correct;ctr;1,299
h;Artificial Discrimination;2,837;correct;str;2,837
h;Artificial Discrimination;2,621;correct;ctr;2,621
h;Artificial Discrimination;1,211;correct;ctr;1,211
h;Artificial Discrimination;1,09;correct;str;1,09
h;Artificial Discrimination;4,429;correct;str;4,429
h;Artificial Discrimination;1,191;correct;str;1,191
h;Artificial Discrimination;1,019;correct;ctr;1,019
h;Artificial Discrimination;2,493;correct;ctr;2,493
h;Artificial Discrimination;2,914;correct;str;2,914
h;Artificial Discrimination;3,066;correct;str;3,066
h;Artificial Discrimination;3,524;correct;ctr;3,524
h;Artificial Discrimination;4,096;correct;str;4,096
h;Artificial Discrimination;1,276;correct;ctr;1,276
h;Artificial Discrimination;2,134;correct;str;2,134
h;Artificial Discrimination;2,654;correct;str;2,654
h;Artificial Discrimination;1,521;correct;ctr;1,521
h;Artificial Discrimination;1,758;correct;ctr;1,758
h;Artificial Discrimination;1,218;correct;ctr;1,218
h;Artificial Discrimination;4,736;correct;ctr;4,736
h;Artificial Discrimination;1,846;correct;str;1,846
h;Artificial Discrimination;1,948;correct;ctr;1,948
h;Artificial Discrimination;3,807;correct;ctr;3,807
h;Artificial Discrimination;1,143;correct;str;1,143
h;Artificial Discrimination;2,842;correct;str;2,842
h;Artificial Discrimination;1,597;correct;str;1,597
h;Artificial Discrimination;1,847;correct;ctr;1,847
h;Artificial Discrimination;3,897;correct;str;3,897
h;Artificial Discrimination;2,263;correct;str;2,263
h;Artificial Discrimination;2,59;correct;str;2,59
h;Artificial Discrimination;2,938;correct;str;2,938
